Other,Rand,SAT_TTB,TTB,TTB_SAT,WADD,alpha,click_var_gamble,click_var_outcome,cost,nr_clicks,payoff_gross,payoff_gross_by_strategy,payoff_gross_relative,payoff_gross_relative_by_strategy,payoff_net,payoff_net_by_strategy,payoff_net_relative,payoff_net_relative_by_strategy,payoff_perfect,problem_id,processing_pattern,sigma,strategy,km_strategy,km_TTB,km_SAT_TTB,km_WADD,km_TTB_SAT,cluster_centers,cluster_points
0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.1875,4.0,6.0,27.779999999999994,"[0.0, 0.0, 27.779999999999692, 0.0, 0.0, 0.0]",0.3883480871201667,"[0.0, 0.0, 0.3883480871201644, 0.0, 0.0, 0.0]",3.7800000000000007,"[0.0, 0.0, 3.7800000000000793, 0.0, 0.0, 0.0]",0.05284218032088662,"[0.0, 0.0, 0.05284218032088706, 0.0, 0.0, 0.0]",71.53376293418955,nQ4KJRm5qzDmfGs,-1.0,75.0,"['TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB']","['TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB']",1.0,0.0,0.0,0.0,,
0.0,0.0,0.13699999999999998,0.0,0.863,0.0,0.3,0.0208617970521542,0.15720604591836734,4.0,4.189,46.10952999999999,"[46.17771726535355, 45.68000000000005, 0.0, 0.0, 0.0, 0.0]",0.6445841531141088,"[0.6455373710430546, 0.6385795759412942, 0.0, 0.0, 0.0, 0.0]",29.35353,"[28.82429895712637, 32.68729927007295, 0.0, 0.0, 0.0, 0.0]",0.410345112517078,"[0.40294677331101014, 0.45694924926772124, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,02RpShoPR0hc5AX,-0.8623333333333333,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'TTB', 'SAT_TTB', 'SAT_TTB']",0.2,0.8,0.0,0.0,,
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.003983914399092971,0.09306186224489796,4.0,7.917000000000002,45.88999999999999,"[45.889999999999546, 0.0, 0.0, 0.0, 0.0, 0.0]",0.6415152526257902,"[0.641515252625788, 0.0, 0.0, 0.0, 0.0, 0.0]",14.221999999999996,"[14.221999999999833, 0.0, 0.0, 0.0, 0.0, 0.0]",0.1988152086041401,"[0.19881520860413934, 0.0, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,lIbaNiqegro6KIA,-0.8353238095238094,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']",0.0,0.0,0.0,1.0,,
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0034722222222222233,0.09375,4.0,8.0,35.75,"[35.75, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4997640070030942,"[0.4997640070030907, 0.0, 0.0, 0.0, 0.0, 0.0]",3.75,"[3.75, 0.0, 0.0, 0.0, 0.0, 0.0]",0.05242279793738752,"[0.0524227979373885, 0.0, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,IBOZgXFSkyvyiUf,-0.8360095238095236,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']",0.0,0.0,0.0,1.0,,
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.02304048422146637,0.08318186437074829,4.0,5.721,84.0386,"[84.03860000000083, 0.0, 0.0, 0.0, 0.0, 0.0]",1.174810279130916,"[1.1748102791309307, 0.0, 0.0, 0.0, 0.0, 0.0]",61.154600000000016,"[61.1546000000005, 0.0, 0.0, 0.0, 0.0, 0.0]",0.8549053969978024,"[0.8549053969977994, 0.0, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,VHZfp8VcgwqWdru,-0.7033999999999999,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'SAT_TTB', 'TTB_SAT']",0.0,0.6,0.0,0.4,,
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.007410714285714284,0.10438690476190476,4.0,6.926,37.939999999999976,"[37.93999999999983, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5303789209985286,"[0.5303789209985316, 0.0, 0.0, 0.0, 0.0, 0.0]",10.235999999999985,"[10.235999999999956, 0.0, 0.0, 0.0, 0.0, 0.0]",0.14309326924989274,"[0.14309326924989105, 0.0, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,12Smwv1zSNyuuxE,-0.8117380952380951,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'TTB', 'TTB', 'TTB', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB', 'TTB', 'TTB_SAT']",0.5,0.0,0.0,0.5,,
0.0,0.0,0.825,0.175,0.0,0.0,0.3,0.039738888888888886,0.1875,4.0,3.517,79.61999999999998,"[0.0, 79.62000000000113, 79.62000000000027, 0.0, 0.0, 0.0]",1.1130408458066117,"[0.0, 1.1130408458066088, 1.1130408458066092, 0.0, 0.0, 0.0]",65.55199999999999,"[0.0, 67.65878787878876, 55.620000000000054, 0.0, 0.0, 0.0]",0.9163784667711004,"[0.0, 0.9458301241755436, 0.7775349390073346, 0.0, 0.0, 0.0]",71.53376293418955,rVjVpCboG0KJwv1,-1.0,75.0,"['SAT_TTB', 'SAT_TTB', 'TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'TTB', 'SAT_TTB']","['SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'TTB', 'TTB']",0.2,0.8,0.0,0.0,,
0.0,0.0,0.374,0.0,0.626,0.0,0.3,0.06308092592592594,0.12247611111111108,4.0,3.0610000000000004,70.21678,"[58.367539936102276, 90.04999999999959, 0.0, 0.0, 0.0, 0.0]",0.9815893519343984,"[0.8159439339127121, 1.2588461211364605, 0.0, 0.0, 0.0, 0.0]",57.97278000000001,"[43.23654952076673, 82.63823529411715, 0.0, 0.0, 0.0, 0.0]",0.8104254218156322,"[0.6044215730765329, 1.1552340028602184, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,YwmSZ9XOPRdJfbN,-0.7379338175948346,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'SAT_TTB', 'TTB_SAT']","['SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB']",0.0,1.0,0.0,0.0,,
0.0,0.0,0.662,0.0,0.338,0.0,0.3,0.0674638888888889,0.1875,4.0,2.372,89.79088,"[119.58000000000101, 74.58132930513646, 0.0, 0.0, 0.0, 0.0]",1.2552237756960565,"[1.671658180627407, 1.0426031882839732, 0.0, 0.0, 0.0, 0.0]",80.30288,"[107.6155029585808, 66.3577643504535, 0.0, 0.0, 0.0, 0.0]",1.122587107208074,"[1.5044015377407893, 0.9276425792321542, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,WdVOkNPSiCkiKDf,-1.0,75.0,"['TTB_SAT', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'TTB_SAT']","['SAT_TTB', 'TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB', 'SAT_TTB']",0.1,0.9,0.0,0.0,,
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.002834467120181407,0.1262755102040816,4.0,7.0,23.27,"[23.270000000000355, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3253009354674687,"[0.32530093546747, 0.0, 0.0, 0.0, 0.0, 0.0]",-4.730000000000002,"[-4.729999999999955, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.06612262246502479,"[-0.06612262246502412, 0.0, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,EDYV3TvmyqJrQOZ,-0.9386666666666666,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB']",1.0,0.0,0.0,0.0,,
0.0,0.0,0.221,0.165,0.614,0.0,0.3,0.0068555555555555574,0.1875,1.0,4.899,91.59999999999998,"[91.59999999999904, 91.59999999999992, 91.60000000000024, 0.0, 0.0, 0.0]",1.2805142109505856,"[1.2805142109505978, 1.2805142109505903, 1.280514210950591, 0.0, 0.0, 0.0]",86.70099999999998,"[86.91107491856586, 86.93936651583711, 85.60000000000024, 0.0, 0.0, 0.0]",1.2120290677251826,"[1.2149657917272525, 1.2153612916437877, 1.196637734250769, 0.0, 0.0, 0.0]",71.53376293418955,Z6igLUgOZ1o22OJ,-1.0,75.0,"['TTB_SAT', 'SAT_TTB', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB', 'TTB_SAT', 'TTB_SAT', 'SAT_TTB', 'TTB_SAT']","['SAT_TTB', 'SAT_TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'SAT_TTB', 'TTB', 'TTB', 'TTB']",0.7,0.3,0.0,0.0,,
0.001,0.0,0.0,0.0,0.999,0.0,0.3,0.012634598922902494,0.06854566397392288,1.0,7.607,62.91999999999999,"[62.91999999999873, 0.0, 0.0, 0.0, 0.0, 62.92]",0.8795846523254465,"[0.879584652325436, 0.0, 0.0, 0.0, 0.0, 0.8795846523254461]",55.31299999999999,"[55.31239239239118, 0.0, 0.0, 0.0, 0.0, 55.92]",0.7732432592828575,"[0.7732347652853014, 0.0, 0.0, 0.0, 0.0, 0.7817287628423227]",71.53376293418955,3uXiz4V3sUrSmY9,-0.4139238095238095,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']",0.0,0.0,0.0,1.0,,
0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.1875,1.0,6.0,68.86,"[0.0, 0.0, 68.8600000000005, 0.0, 0.0, 0.0]",0.9626223642582676,"[0.0, 0.0, 0.9626223642582926, 0.0, 0.0, 0.0]",62.86000000000002,"[0.0, 0.0, 62.86000000000049, 0.0, 0.0, 0.0]",0.8787458875584483,"[0.0, 0.0, 0.8787458875584596, 0.0, 0.0, 0.0]",71.53376293418955,si1lNmExwYp0qHd,-1.0,75.0,"['TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB']","['TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB']",1.0,0.0,0.0,0.0,,
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0031482426303854885,0.11027295918367344,1.0,7.492000000000001,15.759999999999994,"[15.76000000000019, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2203155454648606,"[0.22031554546486418, 0.0, 0.0, 0.0, 0.0, 0.0]",8.268000000000002,"[8.268000000000162, 0.0, 0.0, 0.0, 0.0, 0.0]",0.11558178489235202,"[0.115581784892352, 0.0, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,klD1PHboiI6GI83,-0.949,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB', 'TTB', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB', 'TTB', 'TTB', 'TTB_SAT', 'TTB']",0.6,0.0,0.0,0.4,,
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.003064553413958176,0.1055307658572688,1.0,7.755,54.01,"[54.010000000000375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.7550280844262132,"[0.7550280844261964, 0.0, 0.0, 0.0, 0.0, 0.0]",46.255,"[46.255000000000095, 0.0, 0.0, 0.0, 0.0, 0.0]",0.646617738291696,"[0.6466177382916881, 0.0, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,mlhb2P64mtEuQDH,-0.9468214285714284,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'TTB_SAT', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB', 'TTB_SAT']",0.7,0.0,0.0,0.3,,
0.006,0.0,0.0,0.0,0.994,0.0,0.3,0.002268758417508418,0.06691453273262933,1.0,9.951,49.48000000000001,"[49.480000000000814, 0.0, 0.0, 0.0, 0.0, 49.48]",0.6917013445178491,"[0.6917013445178442, 0.0, 0.0, 0.0, 0.0, 0.6917013445178491]",39.529,"[39.527283702213495, 0.0, 0.0, 0.0, 0.0, 39.813333333333325]",0.5525922079111977,"[0.5525682150759775, 0.0, 0.0, 0.0, 0.0, 0.5565670209459168]",71.53376293418955,Q8ZMcp5SHNKniCj,-0.8579357142857144,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']",0.0,0.0,0.0,1.0,,
0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.005286210317460317,0.10654272959183672,1.0,7.175,77.4,"[77.39999999999998, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0820065494276785,"[1.082006549427666, 0.0, 0.0, 0.0, 0.0, 0.0]",70.22499999999998,"[70.22500000000056, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9817042627074772,"[0.9817042627074876, 0.0, 0.0, 0.0, 0.0, 0.0]",71.53376293418955,55wGWrG0AsulSFG,-0.8105952380952379,75.0,"['TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT']","['TTB_SAT', 'TTB', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB_SAT', 'TTB', 'TTB', 'TTB_SAT', 'TTB']",0.4,0.0,0.0,0.6,,
